product_name,image_count,product_text
Malawi_Victoria Buffer,4,"Description:
Malawi/Victoria Buffer™ is a blend of carbonate salts designed to  enhance the natural environment of cichlids by increasing carbonate  hardness, buffer capacity, and pH. It is formulated to maintain a pH of  7.8–8.4. For optimum replication of the Malawi/Victoria Lake  environment, use with Cichlid Lake Salt™, Cichlid Trace™, and NutriDiet® Cichlid Flakes.

Net Wt.:
300g600g1.2Kg

Features & Benefits:
Buffers to PH of 7.8 - 8.4Raises KH as Well PHWill Not Affect GH

Directions:
Use 6 g (one level teaspoon) for each 40 to 80 L (10 to  20 US gallons) of water each day until desired pH is attained and  maintained. Thereafter, use as required to maintain pH, usually no more  than once every two to three weeks.

Tips:
It is best to dissolve the buffer in freshwater before use. Use  when setting up an aquarium or making water changes (preferably after  the addition of Seachem Cichlid Lake Salt™) and between water changes  as needed to maintain pH. Seachem Malawi/Victoria Buffer™ is  formulated to maintain a pH between 7.8 and 8.4, depending on the amount  used. To attain a lower pH than 7.8, you may use Seachem Acid Buffer™ in combination with Malawi/Victoria Buffer™. To attain a higher pH than 8.4, use Tanganyika Buffer"
Tanganyika Buffer,1,"Description:
Tanganyika Buffer is a blend of carbonate salts designed to enhance the natural environment of cichlids by increasing alkalinity, carbonate  hardness, buffer capacity, and pH. It is formulated to maintain a pH of  9.0–9.4. For optimum replication of the Tanganyikan environment, use  with Cichlid Lake Salt, Cichlid Trace, and NutriDiet Cichlid Flakes.

Net Wt.:
250g500g1kg

Features & Benefits:
Adjusts pH to 9.0-9.4Raises KH as well pHWill not affect GHDirections: Use 5 g (1 level teaspoon) for each 40–80 L (10 to 20 US gallons) of  water each day until desired pH is attained and maintained. Thereafter,  use as required to maintain pH, usually no more than once every two to  three weeks.Tips:It is best to dissolve the buffer in  freshwater before use. Use when setting up an aquarium or making water  changes (preferably after the addition of Seachem Cichlid Lake Salt)  and between water changes as needed to maintain pH. Seachem  Tanganyika Buffer is formulated to maintain a pH between 9.0 and 9.4,  depending on the amount used. For lower pH, use Malawi/Victoria Buffer (pH 7.8–8.4), either alone or in combination with Tanganyika Buffe"
Aqua-Pics No More Black Beard,1,"Description:
Black Beard Algae can be a virulent problem that occurs in many planted  aquariums. This can result in poor plant growth. For optimum results and  lush green growth you should add No More Black Beard.

Volume:
125ml250ml500ml

Features & Benefits:
250ml single dose will treat 2500 liters250ml Initial dose and a treatment every two days for a week will treat 1400 liters125ml Initial dose and a treatment every two days for 2 weeks will treat 900 liters (Recommended)

Directions:
After a major water change of 30-40%.   For 1st dose, add 5ml for each 50 litres of water, then add 1ml per 40  litres water every 2 days for 1-3 weeks.

A two week treatment is recommended. Do not overdos"
Easy-Life Blue Exit 250ml,1,"Description:
Blue Exit effectively gets rid of cyanobacteria. Blue Exit is easy and  safe to use and is harmless to fish, shrimps, molluscs and plants. If  there is a serious infestation, the Blue Exit treatment can be prolonged  for a few days, even with a double dose.

Features & Benefits:
Blue Exit is the new way of getting rid of blue-green algae (cyanobacteria) without using antibiotics or compounds which contain copper.

Directions:
Remove the adsorbent materials (such as active carbon).

Shake before use.

Dosage:
10 ml per 80 litres daily over the course of 5 consecutive days.

The  cyanobacteria disappears within 10 days after the last dose. As from  the first dose, until 14 days later, do not replenish or change the  water, nor make use of adsorbents.

As Preventative:
10 ml per 80 litres weekl"
Easy-Life Catappa 250mls,1,"Description:
Catappa leaves are added to aquarium water because of the healing effect  they have on fish and shrimps. Catappa-X is the effective, fluid  variant of the leaves.

Features & Benefits:
Fish and shrimps with more vibrant colours.Improves the general health of the living creatures.Prevents diseases.Does not turn the water brown.No extra organic contaminationDirections:Weekly - 10ml per 100 Liters of wat"
Easy-Life Easy Carbo,1,"Description:
EasyCarbo is an extremely powerful and effective carbon source for aquarium plants.

Volume:
250ml500ml1ltr

Features & Benefits:Carbon (in the form of CO2 dissolved in the water) is one of the most important nutrients for optimal plant growth. If there is a lack of carbon, plants are not able to optimally assimilate and grow. As a result of this deficiency, plants stop growing and no longer compete with algae for the nutrients. If this carbon deficiency lasts for too  long, then plants start to leak sugars and other nutrients which attract  algae. As a result, leaves become covered in algae and look  unattractive. EasyCarbo is the solution to this problem. After  approximately two weeks of using EasyCarbo, plants visibly grow better  and look better. This is particularly true of swamp plants (Cryptocoryne  sp., Echinodorus sp., etcetera). As a result of the increased  competition for nutrients, algae find it very difficult to survive and,  in most cases, they disappear altogether.Directions:Every Day - 1ml per 50 Liters, up to 2ml per 50 Liters Daily

Aquarium with only a few plants : 1 ml per 100 litres daily

Aquarium moderately planted : 1 ml per 50 litres daily

Aquarium heavily planted : 1 ml per 25 litres dai"
Easy-Life Fluid Filter Medium,1,"Description:
The ultimate water treatment that does not contain chemicals.

Volume:
250ml500ml1Ltr

Features & Benefits:
Easy-Life Filter Medium is the most versatile water treatment product on the market. It can be used to make water crystal clear. It is used for water preparation, as well as a maintenance product, a stimulator (e.g. for plant growth) and a prophylaxis (to prevent infections). It effectively solves a wide range of freshwater and saltwater problems. Furthermore, it is made from 100% natural products and is extremely safe to use.

Directions:Refer to packagin"
Easy-Life Profito,1,"Description:
Easy-Life ProFito is an all-in-one, universal plant food which is suitable for all water plants in aquaria. The composition of ProFito ensures strong, healthy and lush plant growth. Thanks to the optimal composition of the ingredients, plants have everything they need for unhindered, strong and lush growth.

Volume:
250ml500ml

Features & Benefits:
Highly Concentrated, All-In-One, Universal Plant FoodAll the Necessary Nutrients in a Single Product, Such as IRON, Potassium and ManganeseStrong, Healthy and Lush Plant GrowthPromotes the Production of Cytokinins, Which Stimulates the Division of CellsProduces Wider Leaves and Intense ColoursImproves and Consolidates the Biological Balance in the AquariumContains No Nitrates or PhosphatesExtremely Economical to UseDirections:Weekly - 10ml per 100 liters wat"
Pond & Aquarium Clear Block,1,"Treatment: 

10-100 ltrs100-800 ltrs1000-3500 lt"
Serenity Crystal Pond,1,"Description:
Fast acting flocculant that quickly controls green water in ornamental fish ponds.

Directions:
Dosage rate - 5ml for 300L"
Serenity Green Water Destroyer Liquid,1,"Description:
Serenity Green Water Destroyer Liquid is a specially formulated liquid designed to keep aquarium water crystal clear and remove unsightly green water and green patches due to excess sunlight. Green Water Destroyer Liquid is also perfectly safe for turtle tanks.

Directions:
Dosage:  5mls for 200 Litres of aquarium wate"
Serenity PH Down,1,"Net WT.: 

250g50"
Serenity PH Up,1,"Net WT.: 

100g250g50"
Easy-Life Blue Exit 250ml,1,"Description:
Blue Exit effectively gets rid of cyanobacteria. Blue Exit is easy and  safe to use and is harmless to fish, shrimps, molluscs and plants. If  there is a serious infestation, the Blue Exit treatment can be prolonged  for a few days, even with a double dose.

Features & Benefits:
Blue Exit is the new way of getting rid of blue-green algae (cyanobacteria) without using antibiotics or compounds which contain copper.

Directions:
Remove the adsorbent materials (such as active carbon).

Shake before use.

Dosage:
10 ml per 80 litres daily over the course of 5 consecutive days.

The  cyanobacteria disappears within 10 days after the last dose. As from  the first dose, until 14 days later, do not replenish or change the  water, nor make use of adsorbents.

As Preventative:
10 ml per 80 litres weekl"
Flourish,1,"Description:
Flourish® is a comprehensive plant supplement for the natural freshwater aquarium. It contains a rich assortment of important micro elements, trace elements and other nutrients. These include calcium, magnesium, iron and other important elements that have been shown to be beneficial to aquatic plants. For macro element (NPK) fertilization, use Flourish Nitrogen™, Flourish Phosphorus™ or Flourish Potassium™ as needed. Flourish® is safe for invertebrates such as shrimp.

Volume:
50ml100ml250ml

Features & Benefits:
Comprehensive supplement for the planted aquarium.Provides micro elements, trace elements and other nutrients.Does not contain significant levels of nitrogen or phosphorus.Directions:Use 1 capful (5 mL) for each 250 L (60 US gallons) once or twice a week. For smaller doses, please note that each cap thread is approximately 1 mL. Refrigeration is recommended 3 months after openin"
Flourish Advance,1,"Description:
Flourish Advance™ is an all-natural, biologic growth enhancer for  aquatic plants. Its advanced formula contains phytohormones, minerals,  and nutrients that dramatically stimulate the growth of both roots and  shoots in aquatic plants. Phytohormones are a group of naturally  occurring compounds that play crucial roles in regulating plant growth  in a wide range of developmental processes, including cell division,  formation and activity of shoot meristems, induction of photosynthesis  gene expression, leaf senescence, nutrient mobilization, seed  germination, root growth and stress response. Used regularly, it also  enhances mineral absorption and improves disease resistance. It is  non-toxic and completely safe for all plant varieties as well as for  fish and aquatic organisms.

Volume:
50ml100ml250ml

Features & Benefits:
Natural phytohormone supplement for the planted aquariums.Dramatically stimulates the growth of both roots and shoots in aquatic plants.Enhances mineral absorption and improves disease resistance.Directions:Shake well before use. Use 1 capful (5 mL) for every 80 L (20 US gallons). Dose daily or as required to maintain plant growt"
Flourish Glue 8g,1,"Description:
Flourish Glue™ is a superior cyanoacrylate gel for attaching moss and plants to rocks, driftwood, and even gravel. It’s uniquely useful when planting bunch plants. Simply apply Flourish Glue™, plant as usual and the plants stay rooted in the substrate. It bonds within seconds and has excellent control, hold and durability characteristics. It can even be used underwater. Flourish Glue™ can be used for any aquascaping in freshwater or saltwater aquariums or for any plastics repairs. Flourish Glue™ comes in an aluminum tube for extended stability beyond products contained in plastic bottles - it won't dry up in the tube.

Features & Benefits:
Cyanoacrylate AdhesiveNo More Thread, No More WeightsBonds Within SecondsCan Be Used UnderwaterDirections:Dispense a small amount of glue prior to each use. Apply a small amount of glue to moss or plant roots and press against desired surface for 20 seconds. For bunch plants, apply glue and plant as usual. Wipe tip free of glue before replacing the ca"
Flourish Nitrogen,1,"Description:
Nitrogen is one of the main three macronutrients (nitrogen, phosphorus, potassium: NPK) required by plants and can often become the limiting factor to growth in a ﬂourishing system. Flourish Nitrogen™ is a concentrated (15,000 mg/L) blend of nitrogen sources. It provides nitrogen in both the nitrate form and the plant–preferred ammonium form. However, no free ammonia is released because the ammonium in Flourish Nitrogen™ is complexed and unavailable until utilized by the plants. Flourish Nitrogen™ also provides nitrate for those plants that can readily utilize nitrate as well. For maximum benefit, use with Flourish Phosphorus™ and Flourish Potassium™. Flourish Nitrogen™ is safe for invertebrates such as shrimp.

Volume: 

100ml250ml

Features & Benefits:
Nitrogen supplement for the planted aquarium.15,000 mg/L blend of nitrogen sources.Provides nitrogen in both the nitrate form and the ammonium form.Directions:Beginner: 
Use 2.5 mL (half a cap) for each 160 L (40 US gallons) twice a week or as needed in response to signs of nitrogen deficiency (e.g. stunted growth, chlorosis). For smaller doses, please note that each cap thread is approximately 1 mL.Expert: 
The beginner dose raises nitrogen by the same degree that 1 mg/L nitrate would. This dose is sufficient to provide approximately 4 g of growth (dry) or about 20 g (hydrated) over a 1 month period (assuming all other necessary nutrients are provided). For increased growth use proportionately more.To target a specific nitrogen increase, dose according to the following formula: 0.25vn=m, where v= volume of tank in gallons, n=desired nitrogen increase (if using a “nitrate equivalent” value for “n” then use a factor of 0.05 instead of 0.25 in the formula) and m=volume of product to use in mL. For example to raise 20 gallons by 0.20 mg/L nitrogen you would use: 0.25*20*0.20=1 mL.Because one-half of the nitrogen in Flourish Nitrogen™ is from nitrate you can get a reasonable estimate of nitrogen levels by doubling a nitrate readin"
Flourish Phosphorus,1,"Description:
Phosphorus is one of the main three macronutrients (nitrogen, phosphorous, potassium: NPK) required by plants and can often become the limiting factor to growth in a ﬂourishing system. Flourish Phosphorus™ is a safe solution (4,500 mg/L phosphate) of potassium phosphate that takes the guesswork out of phosphate dosing. Unlike competing products that mix nitrate and phosphate in a fixed ratio, Flourish Phosphorus™ (being nitrate free) allows you to dose phosphorus according to the needs of your plants without the risk of overdosing nitrates. When used as directed, Flourish Phosphorus™will enhance and accelerate the growth of aquatic plants without enhancing algae growth. For maximum benefit, use with Flourish Nitrogen™ and Flourish Potassium™. Flourish Phosphorus™ is safe for invertebrates such as shrimp.

Volume:
100ml250ml

Features & Benefits:
Phosphorus supplement for the planted aquarium.A safe 4500 mg/L solution of potassium phosphate.Takes the guesswork out of phosphate dosing.Directions: Beginner: Use 2.5 mL (half a cap) for each 80 L (20 US gallons) once  or twice a week or as needed in response to signs of phosphorus  deficiency (e.g. stunted growth, plant dark green).Expert: The beginner dose raises phosphorus by 0.05 mg/L (0.15 mg/L phosphate). The ideal phosphate level will vary, but generally ranges from 0.15–1.0 mg/L. Use MultiTest™: Phosphate to monitor phosphate levels. To target a specific phosphate increase, dose according to the following formula: 0.8vp=m, where v= volume of tank in gallons, p=desired phosphate increase and m=volume of product to use in mL. For example to raise 20 gallons to 0.1 mg/L phosphate you would use: 0.8*20*0.1=1.6 m"
Flourish Potassium,1,"Description:
Flourish Potassium™ contains 50,000 mg/L of potassium suitable for the natural planted aquarium. Potassium is one of several elements that are vitally important to maintaining a vigorous level of growth in a planted aquarium. Potassium can become depleted in a rapidly growing system or when the source water has a low mineral content. In these cases potassium could become the limiting factor to growth. Use Flourish Potassium™ to prevent potassium depletion (signs of which include yellowing in older leaves) and maintain the highest level of growth.

Volume:
50ml100ml250ml

Features & Benefits:Potassium supplement for the planted aquarium.Highly concentrated (50,000 mg/L).Does not contain phosphate or nitrate making it ideal for use with Flourish Nitrogen and Flourish Phosphorus.Directions:Use 1 capful (5 mL) for every 125 L (30 US gallons). This dose raises potassium by 2 mg/L. Repeat 2–3 times per week or as needed in response to signs of potassium deficiency in older leaves which include: chlorosis (yellowing), necrosis (death/browning), pinholes in leaves, and weak stems and roots.Suitable For:Coldwater, Tropical & Mari"
Flourish Tabs,1,"Description:
Flourish Tabs™ are growth stimulating tablets for plant roots. They contain essential trace elements, amino acids, and vitamins. They are rich in iron, manganese, magnesium, calcium, potassium, inositol, choline B12, biotin, and other factors that have been determined to be beneficial to aquatic plant roots. They contain no phosphate or nitrate that would promote algae proliferation. Each pack of ten tablets treats a 12 X 30 inch plant bed twice.

Contents:
10 Tabs40 Tabs

Features & Benefits:
Gravel Bed Supplement for the Planted AquariumProvides Micro Elements, Trace Elements and Other NutrientsTargets Root ZoneDirections:Insert one Flourish Tab™ in the gravel for every 10–15 cm (4–6 in.) radius. A standard 10 gallon aquarium requires 6 tabs. Distribute the tablets evenly throughout the gravel bed. Push each tablet midway into the gravel bed. Add new tablets once every three to four months for optimal plant growth. Tabs will not alter pH, but, in very soft or unbuffered water, they have slightly acidic properties similar to peat mos"
Flourish Trace,4,"Description:
Flourish Trace™ supplies a broad range of trace elements demonstrated to be necessary for proper plant health and growth (see below for signs of deficiencies). Trace elements are normally depleted by utilization, oxidation and precipitation. The latter two processes occur more rapidly than with other micronutrients. This makes it important to restore trace elements on a regular basis. Flourish Trace™ may be used alone or in conjunction with Flourish®. Best results are obtained when both are used. Flourish Trace™ is safe for invertebrates such as shrimp.

Volume:
100ml250ml

Features & Benefits:
Trace elements supplement for the planted aquarium.Allows for more frequent dosing than a broad spectrum supplement without worrying about a build up of more slowly used components.Directions:Use 1 capful (5 mL) for every 80 L (20 US gallons) twice a week. When using in conjunction with Flourish®, dose on alternate day"
Plant Pack LV2 (Enhancer NPK),4,"Description:
Plant Pack Enhancer: NPK combines Flourish Nitrogen™, Flourish Phosphorus™, and Flourish Potassium™.

Features & Benefits:
Perfect Starter Pack for Beginners.Contains 100 ML Bottles of Flourish, Flourish IRON, and Flourish ExcelBroad Spectrum, Iron, and Carbon

Flourish Nitrogen™ is a concentrated (15,000 mg/L) blend of nitrogen sources. It provides nitrogen in both the nitrate form and the plant-preferred ammonium form. However, no free ammonia is released because the ammonium in Flourish Nitrogen™ is complexed and unavailable until utilized by the plants. Flourish Nitrogen™ also provides nitrate for those plants that can readily utilize nitrate as well.

Flourish Phosphorus™ is a safe solution of potassium phosphate that takes the guesswork out phosphate dosing. Unlike competing products that mix nitrate and phosphate in a fixed ratio, Flourish Phosphorus™ (being nitrate free) allows you to dose phosphorus according to the needs of your plants without the risk of overdosing nitrates. Likewise, because Flourish Nitrogen™ is phosphate free you can use both products together to target exactly the ideal amounts of each for your system.

Flourish Potassium™ contains 40,000 mg/L of potassium suitable for the natural freshwater aquarium. Potassium is an important element that is needed by all plants. In a thriving planted aquarium it can become the limiting factor to growth if it is depleted.

Directions:
Please see packaging for usage direction"
Plant Pack LV1 (Fundamentals),1,"Description:
Plant Pack™: Fundamentals is an excellent pack for beginning aquatic gardeners. It contains Flourish®, Flourish Iron™, Flourish Excel™.

Features & Benefits:
Perfect Starter Pack for Beginners.Contains 100 ML Bottles of Flourish, Flourish IRON, and Flourish ExcelBroad Spectrum, Iron, and Carbon

Flourish® is a growth stimulator for aquarium plant stems and leaves. It contains a broad spectrum of essential trace elements, vitamins, and amino acids. Flourish® is rich in gluconate iron, manganese, calcium, magnesium, potassium, inositol, choline B12, biotin, and other factors that have been determined to be beneficial to aquatic plants.

Flourish Iron™ is a companion product to Flourish™ and Flourish Tabs™. It is a complexed ferrous (Fe+2) iron product which contains 10,000 mg/L of iron and is ideal for iron maintenance in the natural planted aquarium. Plants can utilize both ferric (Fe+3) and ferrous (Fe+2) iron, although they prefer ferrous iron when available.

Flourish Excel™ is a simple source of readily available organic carbon. All plants require a source of carbon. This is typically obtained from CO2, but, may also be obtained via relatively simple organic compounds (such as photosynthetic intermediates). Since both processes occur simultaneously one can derive a substantial benefit with the use of Flourish Excel™ either alone or in conjunction with CO2 injection.

Directions:
Please see packaging for usage direction"
De Nitrate,1,"Description:
de*nitrate™ is an economical, natural, porous material with a pore distribution and geometry that promotes both aerobic nitrification within the first few millimeters of depth and anaerobic denitrification at the core. The material has a high surface area and supports a high density of bacteria. Although de*nitrate™ has capacity to trap nitrate, this, as with other nitrate retaining materials, such as certain zeolites and synthetic resins, is quite limited and the primary mechanism of nitrate removal is anaerobic.

Volume:
100ml (Bagged)250ml500ml

Features & Benefits:
Removes Nitrates, Nitrites, Ammonia, and OrganicsHigh Porosity Biological MediaPore Size Well Suited for Anaerobic BacteriaNo Danger of Hydrogen Sulfide Production as with Sulfur Based MediaDirections:For best results, de*nitrate™ should be placed to assure the flow of water through it, such as in a canister filter, chemical filtration module, or box filter. Flow rate should not exceed 200 L (50 US gallons) per hour. If higher flow rates are unavoidable, use Matrix™ or Pond Matrix™. It is best to rinse off dust before use. Once de*nitrate™ has been in use for several days, nitrate concentrations should start to fall and level off gradually at a concentration of about 4–5 mg/L as nitrate. As long as nitrate concentrations remain under control, the product is not exhausted. Each 500 mL of de*nitrate™ treats about 100–200 L (25–50 US gallons), depending on initial nitrate concentration and the current biological load. Enough should be used to remove nitrate at a rate at least as fast as the rate of formation. If very high nitrates are initially present, they should be brought down to less than 20 mg/L with water change"
Serenity PH Down,1,"Net WT.: 

250g50"
Serenity PH Up,1,"Net WT.: 

100g250g50"
Pond Prime,1,"Description:
Pond Prime® is a complete conditioner that removes chlorine, chloramine, and detoxifies ammonia and nitrite. It also provides essential ions and stimulates natural slime coat. Pond Prime® also enhances nitrate removal. It will also detoxify any heavy metals found in the tap water at typical concentration levels. It should be the first choice conditioner when setting up a new pond, adding, or changing water. No other product is required to make water safe, even in high chloramine situations. Unlike competing products, Pond Prime® does not cause a pH drop or overactive skimmers. A 500 mL bottle treats over 10,000 US gallons, much more than competing products.

Volume:
500ml1Ltr

Features & Benefits:
Complete and Concentrated Conditioner for Decorative PondsRemoves Chlorine, ChloramineDetoxiﬁEs Ammonia, Nitrite, and Nitrate5x More Concentrated Than Competing ProductsDirections:Use 1/8 cup (2 tablespoons) for each 600-700 gallons for removing chlorine or chloramine. To detoxify high concentrations of ammonia or nitrite, use 1/4 to 1/2 cup for each 600 gallons. Sulfur odor is normal. For exceptionally high chloramine concentrations, a double dose may be used safely. To detoxify nitrite in an emergency, up to 5 times normal dose may be used. If temperature is > 30 °C (86 °F) and chlorine or ammonia levels are low, use a half dos"
Prime,1,"Description:
Prime® is the complete and concentrated conditioner for both fresh and saltwater. Prime® removes chlorine, chloramine and detoxifies ammonia. Prime® converts ammonia into a safe, non-toxic form that is readily removed by the tank’s biofilter. Prime® may be used during tank cycling to alleviate ammonia/nitrite toxicity. Prime® detoxifies nitrite and nitrate, allowing the biofilter to more efficiently remove them. It will also detoxify any heavy metals found in the tap water at typical concentration levels. Prime® is non-acidic and will not impact pH. Prime® will not overactivate skimmers. Use at start-up and whenever adding or replacing water.

Volume:
50ml100ml325ml500ml1Ltr

Features & Benefits:
Complete and Concentrated Conditioner for Both Fresh and SaltwaterRemoves Chlorine, ChloramineDetoxiﬁEs Ammonia, Nitrite, and Nitrate5x More Concentrated Than Competing ProductsDirections:Use 1 capful (5 mL) for each 200 L (50 US gallons) of new water. For smaller volumes, please note each cap thread is approximately 1 mL. May be added to aquarium directly, but better if added to new water first. If adding directly to aquarium, base dose on aquarium volume. Sulfur odor is normal. For exceptionally high chloramine concentrations, a double dose may be used safely. To detoxify nitrite in an emergency, up to 5 times normal dose may be used. If temperature is > 30 °C (86 °F) and chlorine or ammonia levels are low, use a half dos"
Pristine,1,"Description:
Pristine™ uses bio-augmentation, a non-chemical and natural method, to improve water quality. It provides bacteria that break down excess food, waste and detritus in freshwater and marine systems. It will also reduce excess nutrients (e.g. ammonia, nitrates, and nitrites) that may fuel the growth of nuisance and disease-causing organisms. Pristine™ increases water clarity and promotes overall better health for the aquatic environment.

Volume:
100ml250ml500ml

Features & Benefits:
Natural Organic Waste ManagementRapidly and Safely Eliminates Sludge and DetritusHelps Increase Water ClarityMarine and FreshwaterDirections:Shake well before use. Turn off UV/ozone. Use 1 capful (5 mL) for each 40 L (10 US gallons). Then use a maintenance dose of 1 capful (5 mL) per 80 L (20 US gallons) with additions of livestock or the disruption of the biofilter through cleaning or medications. Antibiotics should be removed with fresh carbon and a water change before adding bacteria. Allow 2 or 3 days for the bacteria to become established before using UV sterilizers or ozone. Recurring problems with high nutrients can indicate overstocking, overfeeding or inadequate filtration.Product shelf life is 4 years from date of manufactur"
Acid Regulator,1,"Description:
Acid Regulator adjusts pH to the acidic range (4.5–5.5) and softens water by precipitating calcium and magnesium. Acid Regulator supports the establishment of the optimal environment for all acid acclimated species (e.g. neons and other tetras, etc.). For further freshwater environment enhancement, use Fresh Trace to restore the proper level of trace elements and feed NutriDiet Tropical Flakes for thriving, healthy freshwater community fish.

Net WT.:
50g250g500g

Features & Benefits:
Adjusts pH to the acidic range (4.5 – 5.5).Softens water by precipitating calcium and magnesium.Use with Neutral Regulator® to target a PH.Directions:Use 1 level teaspoon (5 g) for every 40 L daily until intended pH is reached. For precise dosing use the Seachem Digital Spoon Scale. Thereafter, use once a month or with water changes as required to maintain pH. To raise pH, use Neutral Regulator. To target a particular pH use in combination with Neutral Regulator following the chart. This chart assumes the use of unbuffered water (RO or DI). If water is already buffered use the chart as a starting guide. Use Prime to dechlorinate tap water before doing a water chang"
Alkaline Regulator,1,"Description:
Alkaline Regulator adjusts pH to the alkaline range  (7.1–7.6) and  supports the establishment of the optimal environment for all alkaline  acclimated species (e.g. bosemani, various other rainbows etc.).

For  further freshwater environment enhancement, use Fresh Trace to restore the proper level of trace elements and feed NutriDiet Tropical Flakes for thriving, healthy freshwater community fish.

Net Wt.:
50g250g500g

Features & Benefits:
Adjusts pH to the alkaline range (7.1 – 7.6).Supports the establishment of the optimal environment for all alkaline acclimated species.Use with Neutral Regulator to target a pH.

Directions:
Use 1 level teaspoon (7 g) for every 40–80 L (10–20 US gallons) daily  until intended pH is reached. Thereafter, use once a month or with water  changes as required to maintain pH. To lower pH, use Neutral Regulator.  To target a particular pH use in combination with Neutral Regulator®  following the chart. This chart assumes the use of unbuffered water (RO  or DI). If water is already buffered use the chart as a starting  guide.  Use Prime to dechlorinate tap water before doing a water chang"
Neutral Regulator,1,"Description:
Neutral Regulator® adjusts pH to neutral (pH 7.0) from either a low or high pH and maintains it there. It softens water by precipitating calcium and magnesium while removing any chlorine, chloramine, and detoxifying ammonia. The use of Neutral Regulator® makes other conditioning unnecessary. To lower pH below 7.0 use Neutral Regulator® with Acid Regulator™ (or Discus Buffer®). To raise pH above 7.0 use with Alkaline Regulator™. All of these products will enhance and stabilize the freshwater aquarium environment. For further freshwater environment enhancement, use Fresh Trace™ to restore the proper level of trace elements and feed NutriDiet® Tropical Flakes for thriving, healthy freshwater community fish.

Net Wt.:
50g250g500g

Features & Benefits:
Adjusts PH to Neutral (Ph 7.0) from Either a Low or High PHSoftens Water by Precipitating Calcium and MagnesiumRemoves Chlorine, Chloramine, or AmmoniaDirections:Use 5 g (1 level teaspoon) for every 40–80 L (10–20 US gallons) once or twice a month (or as necessary to maintain a pH of 7.0.) Neutral Regulator® may be be initially used daily in cases of high alkalinity until 7.0 is established. It may be added directly to the aquarium at any time. Ideally, it should be used when adding or changing water by dissolving in the replacement water.Contains phosphate buffers and conditioning agents. Safe for all freshwater fish acclimated to neutral P"
Acid Buffer,4,"Description:
Acid Buffer is a non–phosphate buffer to lower pH and buffer with Alkaline Buffer. Both buffers are designed for the planted aquarium or for very hard water where phosphate buffers may pose an algae or cloudiness problem. Acid Buffer lowers pH and buffers between 6.0 and 8.0 when used with Alkaline Buffer. As Acid Buffer lowers pH it converts carbonate alkalinity (KH) into available CO2.

Net Wt.:
70g300g600g

Features & Benefits:
Adjusts PH to 5.0—8.0Converts Alkalinity [Kh] to CO2Contains No Phosphate

Directions:
To lower pH, use 1/4 teaspoon (2g) for every 80 L (20 US gallons) daily until desired pH is reached (this dose lowers alkalinity by about 0.2 meq/L (0.6 dKH)). Larger doses may be required in very hard (KH) or alkaline waters. For precise dosing, use the Seachem Digital Spoon Scale.

In order to adjust pH gradually, or if water is soft or not well buffered, use Acid Buffer™ with Alkaline Buffer™. When using Alkaline Buffer™ & Acid Buffer™ together to target a specific pH, utilize the suggested ratio char"
Acid Regulator,1,"Description:
Acid Regulator adjusts pH to the acidic range (4.5–5.5) and softens water by precipitating calcium and magnesium. Acid Regulator supports the establishment of the optimal environment for all acid acclimated species (e.g. neons and other tetras, etc.). For further freshwater environment enhancement, use Fresh Trace to restore the proper level of trace elements and feed NutriDiet Tropical Flakes for thriving, healthy freshwater community fish.

Net WT.:
50g250g500g

Features & Benefits:
Adjusts pH to the acidic range (4.5 – 5.5).Softens water by precipitating calcium and magnesium.Use with Neutral Regulator® to target a PH.Directions:Use 1 level teaspoon (5 g) for every 40 L daily until intended pH is reached. For precise dosing use the Seachem Digital Spoon Scale. Thereafter, use once a month or with water changes as required to maintain pH. To raise pH, use Neutral Regulator. To target a particular pH use in combination with Neutral Regulator following the chart. This chart assumes the use of unbuffered water (RO or DI). If water is already buffered use the chart as a starting guide. Use Prime to dechlorinate tap water before doing a water chang"
Alkaline Buffer,4,"Description:Alkaline Buffer is a non–phosphate buffer to raise pH and alkalinity (KH) and buffer with Acid Buffer.  These buffers are designed for the planted aquarium or for very hard  water where phosphate buffers may pose an algae or cloudiness problem.  Alkaline Buffer raises pH and buffers between 7.2 and 8.5. It is  gentle, safe, and enhances the freshwater environment.Net Wt.:70g300g600g

Features & Benefits:
Adjusts PH to 7.2—8.5Increases AlkalinityContains No PhosphateDirections:To increase pH, use 1 teaspoon (6 g) for every 80 L (20 gallons)  daily until desired pH is reached (this dose raises alkalinity by about 1  meq/L (2.8 dKH)). For precise dosing, use the Seachem Digital Spoon Scale.In order to adjust pH gradually, use Alkaline Buffer™   with Acid Buffer™. When using Alkaline Buffer™ & Acid Buffer™  together to target a specific pH, utilize the suggested ratio char"
